Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","051","Armenia","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","54","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","141","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","159","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","48.43","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","55.46","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","20.41","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","23.43","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","321","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","305","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","2980","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","2845","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","123.34","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","114.12","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","50","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","46.84","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","387","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","376","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","782","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","783","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","85.88","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","86.54","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","35.7","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","36.01","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","33","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","52","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","320","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","350","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","32.06","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","34.47","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","13.95","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","15.05","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","48","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","47","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","42","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","45","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","93.24","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","98.3","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","39.75","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","41.83","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","706","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","683","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","4.42","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","4.18","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","2.01","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","1.9","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","29","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","31","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","76.71","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","79.51","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","32.43","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","33.73","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","62","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","58","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","744","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","769","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","76.43","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","79.03","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","32.42","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","33.68","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","610","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","687","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","787","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","694","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","68.45","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","57.99","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","26.19","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","22.75","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","6","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","10","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","26","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","32","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","43.31","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","54.74","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","18.47","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","22.62","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","131","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","119","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","233","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","180","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","20.67","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","15.09","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","9.47","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","6.91","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","10","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","868","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","913","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","77.05","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","78.68","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","32.67","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","33.4","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","74","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","80","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","138","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","146","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","40.98","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","43.54","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","17.38","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","18.4","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","11","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","41","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","52","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","21.84","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","21.31","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","10.9","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","10.73","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","75","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","60","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","19951","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","21146","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","96.45","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","100.61","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","41.19","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","43.56","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","269","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","292","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","406","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","425","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","56.06","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","59.49","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","23","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","24.34","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","247","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","247","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","12.8","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","12.1","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","5.55","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","5.25","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","29","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","26","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2016","2016","kg","2.64","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","2.28","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","674","Protein supply quantity (g/capita/day)","S2943","Meat","2016","2016","g/cap/d","1.15","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/cap/d","0.99","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","5611","Import Quantity","S2943","Meat","2016","2016","1000 t","15","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","5611","Import Quantity","S2943","Meat","2018","2018","1000 t","18","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","5301","Domestic supply quantity","S2943","Meat","2016","2016","1000 t","21","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 t","24","E","Estimated value"
