Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","46.34","E","Estimated value"
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","66.61","E","Estimated value"
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","21.07","E","Estimated value"
"FBS","Food Balances (2010-)","028","Antigua and Barbuda","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","30.3","E","Estimated value"
"FBS","Food Balances (2010-)","032","Argentina","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","032","Argentina","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","032","Argentina","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","1924","I","Imputed value"
"FBS","Food Balances (2010-)","032","Argentina","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","1963","I","Imputed value"
"FBS","Food Balances (2010-)","032","Argentina","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","44.06","E","Estimated value"
"FBS","Food Balances (2010-)","032","Argentina","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","44.2","E","Estimated value"
"FBS","Food Balances (2010-)","032","Argentina","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","19.92","E","Estimated value"
"FBS","Food Balances (2010-)","032","Argentina","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","19.98","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","051","Armenia","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","33","I","Imputed value"
"FBS","Food Balances (2010-)","051","Armenia","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","33","I","Imputed value"
"FBS","Food Balances (2010-)","051","Armenia","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","45","I","Imputed value"
"FBS","Food Balances (2010-)","051","Armenia","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","11.48","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","15.74","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","5.19","E","Estimated value"
"FBS","Food Balances (2010-)","051","Armenia","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","7.1","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","22","I","Imputed value"
"FBS","Food Balances (2010-)","036","Australia","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","16","I","Imputed value"
"FBS","Food Balances (2010-)","036","Australia","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","1220","I","Imputed value"
"FBS","Food Balances (2010-)","036","Australia","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","1211","I","Imputed value"
"FBS","Food Balances (2010-)","036","Australia","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","50.44","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","48.5","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","22.76","E","Estimated value"
"FBS","Food Balances (2010-)","036","Australia","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","21.89","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","111","I","Imputed value"
"FBS","Food Balances (2010-)","040","Austria","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","114","I","Imputed value"
"FBS","Food Balances (2010-)","040","Austria","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","193","I","Imputed value"
"FBS","Food Balances (2010-)","040","Austria","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","183","I","Imputed value"
"FBS","Food Balances (2010-)","040","Austria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","18.23","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","18.66","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","8.47","E","Estimated value"
"FBS","Food Balances (2010-)","040","Austria","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","8.67","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","20","I","Imputed value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","35","I","Imputed value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","115","I","Imputed value"
"FBS","Food Balances (2010-)","031","Azerbaijan","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","138","I","Imputed value"
"FBS","Food Balances (2010-)","031","Azerbaijan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","11.57","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","13.6","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","5.22","E","Estimated value"
"FBS","Food Balances (2010-)","031","Azerbaijan","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","6.14","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","26","I","Imputed value"
"FBS","Food Balances (2010-)","044","Bahamas","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","26","I","Imputed value"
"FBS","Food Balances (2010-)","044","Bahamas","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","21","I","Imputed value"
"FBS","Food Balances (2010-)","044","Bahamas","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","24","I","Imputed value"
"FBS","Food Balances (2010-)","044","Bahamas","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","49.62","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","54.65","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","23.19","E","Estimated value"
"FBS","Food Balances (2010-)","044","Bahamas","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","25.48","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","259","I","Imputed value"
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","258","I","Imputed value"
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","1.62","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","1.58","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","0.72","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","0.7","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","052","Barbados","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","052","Barbados","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","17","I","Imputed value"
"FBS","Food Balances (2010-)","052","Barbados","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","18","I","Imputed value"
"FBS","Food Balances (2010-)","052","Barbados","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","46.01","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","49.72","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","20.99","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","22.6","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","24","I","Imputed value"
"FBS","Food Balances (2010-)","112","Belarus","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","112","Belarus","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","262","I","Imputed value"
"FBS","Food Balances (2010-)","112","Belarus","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","274","I","Imputed value"
"FBS","Food Balances (2010-)","112","Belarus","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","26.91","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","28.23","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","12.15","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","12.73","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","258","I","Imputed value"
"FBS","Food Balances (2010-)","056","Belgium","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","305","I","Imputed value"
"FBS","Food Balances (2010-)","056","Belgium","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","156","I","Imputed value"
"FBS","Food Balances (2010-)","056","Belgium","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","164","I","Imputed value"
"FBS","Food Balances (2010-)","056","Belgium","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","12.63","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","11.66","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","5.8","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","5.29","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","084","Belize","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","084","Belize","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","18","I","Imputed value"
"FBS","Food Balances (2010-)","084","Belize","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","20","I","Imputed value"
"FBS","Food Balances (2010-)","084","Belize","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","25.91","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","25.86","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","11.73","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","11.71","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","129","I","Imputed value"
"FBS","Food Balances (2010-)","204","Benin","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","117","I","Imputed value"
"FBS","Food Balances (2010-)","204","Benin","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","170","I","Imputed value"
"FBS","Food Balances (2010-)","204","Benin","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","114","I","Imputed value"
"FBS","Food Balances (2010-)","204","Benin","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","15.07","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","9.58","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","7.03","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","4.5","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","469","I","Imputed value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","485","I","Imputed value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","41.61","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","41.8","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","18.77","E","Estimated value"
"FBS","Food Balances (2010-)","068","Bolivia (Plurinational State of)","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","18.85","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","62","I","Imputed value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","66","I","Imputed value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","17.73","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","19.32","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","8.02","E","Estimated value"
"FBS","Food Balances (2010-)","070","Bosnia and Herzegovina","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","8.74","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","072","Botswana","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","072","Botswana","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","072","Botswana","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","072","Botswana","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","3.1","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","3.59","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","1.45","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","1.63","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","076","Brazil","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","076","Brazil","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","9478","I","Imputed value"
"FBS","Food Balances (2010-)","076","Brazil","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","10012","I","Imputed value"
"FBS","Food Balances (2010-)","076","Brazil","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","45.82","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","47.63","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","20.79","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","21.63","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","100","I","Imputed value"
"FBS","Food Balances (2010-)","100","Bulgaria","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","108","I","Imputed value"
"FBS","Food Balances (2010-)","100","Bulgaria","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","159","I","Imputed value"
"FBS","Food Balances (2010-)","100","Bulgaria","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","160","I","Imputed value"
"FBS","Food Balances (2010-)","100","Bulgaria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","21.88","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","22.44","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","9.82","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","10.07","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5611","Import Quantity","S2734","Poultry Meat","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5301","Domestic supply quantity","S2734","Poultry Meat","2016","2016","1000 t","46","I","Imputed value"
"FBS","Food Balances (2010-)","854","Burkina Faso","5301","Domestic supply quantity","S2734","Poultry Meat","2018","2018","1000 t","43","I","Imputed value"
"FBS","Food Balances (2010-)","854","Burkina Faso","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2016","2016","kg","2.39","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2018","2018","kg","2.09","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2016","2016","g/cap/d","1.08","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2018","2018","g/cap/d","0.94","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","5611","Import Quantity","S2734","Poultry Meat","2016","2016","1000 t","0","I","Imputed value"
